,Localidad,Departamento,Provincia,Latitud,Longitud,Estado
986,Tapso,Choya,Santiago del Estero,"-28,40580556","-65,10011389",Conectado
987,Taquimilan,Norquin,Neuquén,"-37,51212778","-70,24132778",Conectado
988,Tartagal,Gral.J. de San Martin,Salta,"-22,52795556","-63,79389722",Conectado
989,Tecka,Languiñeo,Chubut,"-43,500344","-70,804908",Conectado
990,Telen,Loventue,La Pampa,"-36,26516389","-65,51265556",Conectado
991,Teniente Berdina,Monteros,Tucumán,"-27,05102778","-65,48805556",Conectado
992,Teniente Origone,Villarino,Buenos Aires,"-39,061344","-62,571014",Conectado
993,Teodelina,General Lopez,Santa Fe,"-34,18320176","-61,53105927",Conectado
994,Termas de Rio Hondo,Rio Hondo,Santiago del Estero,"-27,49858056","-64,86618889",Conectado
995,Tezanos Pintos,Parana,Entre Ríos,"-31,86907778","-60,494575",Conectado
996,Theobald,Constitucion,Santa Fe,"-33,30974444","-60,31361111",Conectado
997,Tilcara,Tilcara,Jujuy,"-23,57438056","-65,39497778",Conectado
998,Tintina,Moreno,Santiago del Estero,"-26,87480556","-62,71621389",Conectado
999,Tio Pujio,General San Martin,Córdoba,"-32,286138","-63,353455",Conectado
1000,Toba,Vera,Santa Fe,"-29,2669722","-60,1696111",Conectado
1001,Tobantirenda,Gral.J. de San Martin,Salta,"-22,15371944","-63,71164167",Conectado
1002,Tobuna,San Pedro,Misiones,"-26,471073","-53,890948",Conectado
1003,Todd,Arrecifes,Buenos Aires,"-34,034443","-60,153441",Conectado
1004,Tolloche,Anta,Salta,"-25,52497222","-63,52088611",Conectado
1005,Tolombon,Cafayate,Salta,"-26,181472","-65,94025",Conectado
1006,Tomas Young,General Taboada,Santiago del Estero,"-28,60045556","-62,18478611",Conectado
1007,Tornquist,Tornquist,Buenos Aires,"-38,105861","-62,216778",Conectado
1008,Torres,Lujan,Buenos Aires,"-34,429694","-59,131639",Conectado
1009,Tortugas,Belgrano,Santa Fe,"-32,74766111","-61,81781111",Conectado
1010,Tostado,9 de Julio,Santa Fe,"-29,22866667","-61,77727778",Conectado
1011,Tranquitas,Gral.J. de San Martin,Salta,"-22,40572436","-63,77393649",Conectado
1012,Transito,San Justo,Córdoba,"-31,424575","-63,19341944",Conectado
1013,Trenque Lauquen,Trenque Lauquen,Buenos Aires,"-35,971336","-62,748289",Conectado
1014,Tres Algarrobos,Carlos Tejedor,Buenos Aires,"-35,196","-62,772722",Conectado
1015,Tres Cruces,Humahuaca,Jujuy,"-22,91941667","-65,58652778",Conectado
1016,Tres Lagos,Lago Argentino,Santa Cruz,"-49,59894167","-71,45290278",Conectado
1017,Tres Lomas,Tres Lomas,Buenos Aires,"-36,465908","-62,865686",Conectado
1018,Tuclame,Cruz del Eje,Córdoba,"-30,7472791","-65,23772051",Conectado
1019,Tumbaya,Tumbaya,Jujuy,"-23,85431111","-65,46634167",Conectado
1020,Tunuyan Silica,Tunuyan,Mendoza,"-33,61479","-69,020645",Conectado
1021,Tupeli,25 de Mayo,San Juan,"-31,835497","-68,355148",Conectado
1022,Unanue,Utracan,La Pampa,"-37,54558889","-64,34939722",Conectado
1023,Uquia,Humahuaca,Jujuy,"-23,30180652","-65,35756183",Conectado
1024,Urdinarrain,Gualeguaychu,Entre Ríos,"-32,67883333","-58,89186111",Conectado
1025,Uribelarrea,Cañuelas,Buenos Aires,"-35,123633","-58,891403",Conectado
1026,Uriburu,Catrilo,La Pampa,"-36,50879722","-63,85863611",Conectado
1027,Urundel,Oran,Salta,"-23,55672222","-64,39938333",Conectado
1028,Urutau,Copo,Santiago del Estero,"-25,71772948","-63,04505555",Conectado
1029,Valcheta,Valcheta,Rio Negro,"-40,68385278","-66,16168056",Conectado
1030,Vallecito,Caucete,San Juan,"-31,7369","-67,9836",Conectado
1031,Vedia,Leandro N. Alem,Buenos Aires,"-34,491353","-61,547914",Conectado
1032,Venado Tuerto,General Lopez,Santa Fe,"-33,75320683","-61,95782803",Conectado
1033,Vera,Vera,Santa Fe,"-29,46627778","-60,19722222",Conectado
1034,Viale,Parana,Entre Ríos,"-31,87345","-60,00747222",Conectado
1035,Vichigasta,Chilecito,La Rioja,"-29,485909","-67,506996",Conectado
1036,Victoria,Victoria,Entre Ríos,"-32,630175","-60,14625556",Conectado
1037,Victorica,Loventue,La Pampa,"-36,21543611","-65,43306111",Conectado
1038,Vicuna Mackena,Rio Cuarto,Córdoba,"-33,92585278","-64,38504722",Conectado
1039,Viedma,Adolfo Alsina,Rio Negro,"-40,82182222","-63,02243889",Conectado
1040,Vilelas,Juan F. Ibarra,Santiago del Estero,"-27,95880556","-62,60976944",Conectado
1041,Villa Alsina,Baradero,Buenos Aires,"-33,907189","-59,392931",Conectado
1042,Villa Amelia,Rosario,Santa Fe,"-33,17728333","-60,66563333",Conectado
1043,Villa Atamisqui,Atamisqui,Santiago del Estero,"-28,49888889","-63,81888889",Conectado
1044,Villa Atuel,San Rafael,Mendoza,"-34,83365833","-67,92318056",Conectado
1045,Villa Belgrano,Juan B. Alberdi,Tucumán,"-27,53027222","-65,61454444",Conectado
1046,Villa Borjas ,25 de Mayo,San Juan,"-31,810799","-68,328622",Conectado
1047,Villa Campanario,Bariloche,Rio Negro,"-41,10128333","-71,452175",Conectado
1048,Villa Castelar,Puan,Buenos Aires,"-37,3929833","-62,8046277",Conectado
1049,Villa Catedral,Bariloche,Rio Negro,"-41,16661389","-71,437975",Conectado
1050,Villa Clara,Villaguay,Entre Ríos,"-31,83051667","-58,82408333",Conectado
1051,Villa Clodomiro Hileret,Rio Chico,Tucumán,"-27,47498056","-65,66203889",Conectado
1052,Villa Cordoba,Lavalle,Corrientes,"-28,99281111","-59,079128",Conectado
1053,Villa de Leales,Leales,Tucumán,"-27,19353406","-65,31153452",Conectado
1054,Villa de Soto,Cruz del Eje,Córdoba,"-30,85405556","-65,01383333",Conectado
1055,Villa del Plata,Rosario,Santa Fe,"-33,127075","-60,71047778",Conectado
1056,Villa del Totoral,Totoral,Córdoba,"-30,7045167","-64,05856389",Conectado
1057,Villa del Transito,San Justo,Córdoba,"-31,44573889","-63,19451111",Conectado
1058,Villa Dominguez,Villaguay,Entre Ríos,"-31,986225","-58,965131",Conectado
1059,Villa Dominguito,San Martin,San Juan,"-31,560006","-68,295537",Conectado
1060,Villa Don Bosco,San Martin,San Juan,"-31,55320561","-68,33110822",Conectado
1061,Villa El Chocon,Confluencia,Neuquén,"-39,25937354","-68,79072561",Conectado
1062,Villa El Tango,25 de Mayo,San Juan,"-31,74805556","-68,24208333",Conectado
1063,Villa Eloisa,Iriondo,Santa Fe,"-32,95978056","-61,54212778",Conectado
1064,Villa Figueroa,Figueroa,Santiago del Estero,"-27,715625","-63,50668333",Conectado
1065,Villa Fontana,Parana,Entre Ríos,"-31,90468056","-60,47508333",Conectado
1066,Villa Gdor. Luis F. Etchevehere,Parana,Entre Ríos,"-31,9329722","-60,4276944",Conectado
1067,Villa General San Martin,Albardon,San Juan,"-31,43959167","-68,522475",Conectado
1068,Villa General Savio,Ramallo,Buenos Aires,"-33,438278","-60,147944",Conectado
1069,Villa Gesell,Villa Gesell,Buenos Aires,"-37,256008","-56,974533",Conectado
1070,Villa Gutierrez,Ischilin,Córdoba,"-30,67965696","-64,16012712",Conectado
1071,Villa Ibañez,Ullum,San Juan,"-31,46031363","-68,72215166",Conectado
1072,Villa Independencia,Caucete,San Juan,"-31,624175","-68,314042",Conectado
1073,Villa la Angostura,Los Lagos,Neuquén,"-40,76248889","-71,63949444",Conectado
1074,Villa La Rivera,Iriondo,Santa Fe,"-32,634925","-60,82102778",Conectado
1075,Villa Laguna La Brava,Balcarce,Buenos Aires,"-37,856886","-57,980419",Conectado
1076,Villa Libertador San Martin,Diamante,Entre Ríos,"-32,06666667","-60,45166667",Conectado
1077,Villa Llao Llao,Bariloche,Rio Negro,"-41,05229167","-71,52444722",Conectado
1078,Villa Los Coihues,Bariloche,Rio Negro,"-41,15344444","-71,40831944",Conectado
1079,Villa Los Llanos,Colon,Córdoba,"-31,27766111","-64,16426944",Conectado
1080,Villa Mantero,Uruguay,Entre Ríos,"-32,39466667","-58,74672222",Conectado
1081,Villa Maria,General San Martin,Córdoba,"-32,42468851","-63,3094768",Conectado
1082,Villa Media Agua,Sarmiento,San Juan,"-31,98258333","-68,41995",Conectado
1083,Villa Mercedes,Jachal,San Juan,"-30,103684","-68,701086",Conectado
1084,Villa Mercedes,General Pedernera,San Luis,"-33,58261111","-65,63341667",Conectado
1085,Villa Quinteros,Monteros,Tucumán,"-27,25446389","-65,54364167",Conectado
1086,Villa Ramallo,Ramallo,Buenos Aires,"-33,502018","-60,066802",Conectado
1087,Villa Ruiz,San Andres de Giles,Buenos Aires,"-34,4307416","-59,2613166",Conectado
1088,Villa San Isidro,General Roca,Rio Negro,"-38,7063027","-68,1717083",Conectado
1089,Villa San Jose,Castellanos,Santa Fe,"-31,33634422","-61,62032442",Conectado
1090,Villa San Justo,Uruguay,Entre Ríos,"-32,44892778","-58,43461667",Conectado
1091,Villa San Marcial,Uruguay,Entre Ríos,"-32,17997222","-58,92969444",Conectado
1092,Villa San Martin,San Martin,San Juan,"-31,516721","-68,351313",Conectado
1093,Villa San Martin _Est Loreto,Loreto,Santiago del Estero,"-28,30162537","-64,18963042",Conectado
1094,Villa Santa Rosa,25 de Mayo,San Juan,"-31,74555556","-68,315",Conectado
1095,Villa Trinidad,San Cristobal,Santa Fe,"-30,22283124","-61,86862626",Conectado
1096,Villa Tulumaya,Lavalle,Mendoza,"-32,71966389","-68,58938056",Conectado
1097,Villa Union,Coronel Felipe Varela,La Rioja,"-29,314181","-68,218968",Conectado
1098,Villa Vil,Belen,Catamarca,"-27,093541","-66,823508",Conectado
1099,Villaguay,Villaguay,Entre Ríos,"-31,86368889","-59,03486111",Conectado
1100,Villalonga,Patagones,Buenos Aires,"-39,911217","-62,615278",Conectado
1101,Villanueva,General Paz,Buenos Aires,"-35,675036","-58,435992",Conectado
1102,Viña,Arrecifes,Buenos Aires,"-33,989853","-60,23051",Conectado
1103,Viñalito,Santa Barbara,Jujuy,"-23,66794444","-64,41530556",Conectado
1104,Vista Alegre Norte,Confluencia,Neuquén,"-38,73098056","-68,17393056",Conectado
1105,Vista Alegre Sur,Confluencia,Neuquén,"-38,771625","-68,13476944",Conectado
1106,Volcan,Tumbaya,Jujuy,"-23,91780556","-65,46397222",Conectado
1107,Winifreda,Conhelo,La Pampa,"-36,23148611","-64,23697778",Conectado
1108,Yacuy,Gral.J. de San Martin,Salta,"-22,37033056","-63,76916944",Conectado
1109,Yala,Dr. Manuel Belgrano,Jujuy,"-24,118611","-65,401667",Conectado
1110,Yapes,Santa Maria,Catamarca,"-26,84455556","-66,078025",Conectado
1111,Yavi,Yavi,Jujuy,"-22,13191667","-65,45983333",Conectado
1112,Yavi Chico,Yavi,Jujuy,"-22,09991667","-65,45866667",Conectado
1113,Yerba Buena Tucuman cambia por San Pablo Catamarca ,Yerba Buena,Tucumán,"-26,811678","-65,265672",Conectado
1114,Yuto,Ledesma,Jujuy,"-23,64161111","-64,47055",Conectado
1115,Zapala,Zapala,Neuquén,"-38,89735","-70,066825",Conectado
1116,Zarate,Zarate,Buenos Aires,"-34,105194","-59,048278",Conectado
1117,Zavalia,General Viamonte,Buenos Aires,"-34,89458","-61,007927",Conectado
