,Año,Trimestre,Provincia,Tipo_Banda,Accesos
1633,2014,4,Capital Federal,Dial up,11994.0
1634,2014,4,Catamarca,Dial up,21.0
1635,2014,4,Chaco,Dial up,37.0
1636,2014,4,Chubut,Dial up,1985.0
1637,2014,4,Córdoba,Dial up,319.0
1638,2014,4,Corrientes,Dial up,54.0
1639,2014,4,Entre Ríos,Dial up,246.0
1640,2014,4,Formosa,Dial up,51.0
1641,2014,4,Jujuy,Dial up,3.0
1642,2014,4,La Pampa,Dial up,567.0
1643,2014,4,La Rioja,Dial up,23.0
1644,2014,4,Mendoza,Dial up,1848.0
1645,2014,4,Misiones,Dial up,7.0
1646,2014,4,Neuquén,Dial up,2397.0
1647,2014,4,Río Negro,Dial up,1210.0
1648,2014,4,Salta,Dial up,26.0
1649,2014,4,San Juan,Dial up,729.0
1650,2014,4,San Luis,Dial up,359.0
1651,2014,4,Santa Cruz,Dial up,436.0
1652,2014,4,Santa Fe,Dial up,938.0
1653,2014,4,Santiago Del Estero,Dial up,9.0
1654,2014,4,Tierra Del Fuego,Dial up,741.0
1655,2014,4,Tucumán,Dial up,95.0
1656,2014,3,Buenos Aires,Dial up,14028.0
1657,2014,3,Capital Federal,Dial up,10630.0
1658,2014,3,Catamarca,Dial up,21.0
1659,2014,3,Chaco,Dial up,36.0
1660,2014,3,Chubut,Dial up,2007.0
1661,2014,3,Córdoba,Dial up,200.0
1662,2014,3,Corrientes,Dial up,33.0
1663,2014,3,Entre Ríos,Dial up,115.0
1664,2014,3,Formosa,Dial up,64.0
1665,2014,3,Jujuy,Dial up,2.0
1666,2014,3,La Pampa,Dial up,564.0
1667,2014,3,La Rioja,Dial up,23.0
1668,2014,3,Mendoza,Dial up,1740.0
1669,2014,3,Misiones,Dial up,0.0
1670,2014,3,Neuquén,Dial up,2268.0
1671,2014,3,Río Negro,Dial up,1151.0
1672,2014,3,Salta,Dial up,25.0
1673,2014,3,San Juan,Dial up,748.0
1674,2014,3,San Luis,Dial up,363.0
1675,2014,3,Santa Cruz,Dial up,446.0
1676,2014,3,Santa Fe,Dial up,691.0
1677,2014,3,Santiago Del Estero,Dial up,9.0
1678,2014,3,Tierra Del Fuego,Dial up,755.0
1679,2014,3,Tucumán,Dial up,88.0
1680,2014,2,Buenos Aires,Dial up,14116.0
1681,2014,2,Capital Federal,Dial up,10713.0
1682,2014,2,Catamarca,Dial up,23.0
1683,2014,2,Chaco,Dial up,36.0
1684,2014,2,Chubut,Dial up,2016.0
1685,2014,2,Córdoba,Dial up,205.0
1686,2014,2,Corrientes,Dial up,33.0
1687,2014,2,Entre Ríos,Dial up,115.0
1688,2014,2,Formosa,Dial up,65.0
1689,2014,2,Jujuy,Dial up,2.0
1690,2014,2,La Pampa,Dial up,580.0
1691,2014,2,La Rioja,Dial up,23.0
1692,2014,2,Mendoza,Dial up,1761.0
1693,2014,2,Misiones,Dial up,0.0
1694,2014,2,Neuquén,Dial up,2235.0
1695,2014,2,Río Negro,Dial up,1145.0
1696,2014,2,Salta,Dial up,25.0
1697,2014,2,San Juan,Dial up,755.0
1698,2014,2,San Luis,Dial up,364.0
1699,2014,2,Santa Cruz,Dial up,459.0
1700,2014,2,Santa Fe,Dial up,605.0
1701,2014,2,Santiago Del Estero,Dial up,9.0
1702,2014,2,Tierra Del Fuego,Dial up,766.0
1703,2014,2,Tucumán,Dial up,88.0
1704,2014,1,Buenos Aires,Dial up,14144.0
1705,2014,1,Capital Federal,Dial up,10714.0
1706,2014,1,Catamarca,Dial up,23.0
1707,2014,1,Chaco,Dial up,36.0
1708,2014,1,Chubut,Dial up,2016.0
1709,2014,1,Córdoba,Dial up,205.0
1710,2014,1,Corrientes,Dial up,33.0
1711,2014,1,Entre Ríos,Dial up,115.0
1712,2014,1,Formosa,Dial up,87.0
1713,2014,1,Jujuy,Dial up,2.0
1714,2014,1,La Pampa,Dial up,592.0
1715,2014,1,La Rioja,Dial up,23.0
1716,2014,1,Mendoza,Dial up,1761.0
1717,2014,1,Misiones,Dial up,0.0
1718,2014,1,Neuquén,Dial up,2303.0
1719,2014,1,Río Negro,Dial up,1157.0
1720,2014,1,Salta,Dial up,25.0
1721,2014,1,San Juan,Dial up,755.0
1722,2014,1,San Luis,Dial up,364.0
1723,2014,1,Santa Cruz,Dial up,460.0
1724,2014,1,Santa Fe,Dial up,612.0
1725,2014,1,Santiago Del Estero,Dial up,9.0
1726,2014,1,Tierra Del Fuego,Dial up,766.0
1727,2014,1,Tucumán,Dial up,88.0
